feedback_id,atendimento_id,data_feedback,socorrista_id,nps_score,feedback_texto,tipo_problema
FB0813,AT6965,02/06/2026,SOC075,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB0814,AT6347,31/03/2026,SOC034,7,Resposta rápida e comunicação clara.,Nenhum problema
FB0815,AT7113,13/06/2026,SOC006,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB0816,AT3766,05/05/2025,SOC073,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB0817,AT4789,08/08/2025,SOC256,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB0818,AT5941,23/01/2026,SOC010,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB0819,AT6958,25/05/2026,SOC178,2,Endereço informado estava impreciso.,Falha de comunicação
FB0820,AT3054,09/03/2025,SOC179,3,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB0821,AT1229,14/10/2024,SOC224,6,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB0822,AT0375,26/02/2026,SOC208,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB0823,AT6144,06/02/2026,SOC178,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB0824,AT1374,19/11/2024,SOC224,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB0825,AT1137,21/09/2024,SOC254,5,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB0826,AT5729,11/12/2025,SOC200,5,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB0827,AT5860,17/01/2026,SOC059,1,Paciente sofreu morte acidental no local.,Morte acidental
FB0828,AT1801,12/12/2024,SOC179,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB0829,AT1341,24/10/2024,SOC012,9,Procedimento realizado de forma segura.,Nenhum problema
FB0830,AT4411,18/07/2025,SOC092,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB0831,AT7389,09/07/2026,SOC188,6,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB0832,AT4990,06/09/2025,SOC001,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB0833,AT7971,09/08/2026,SOC086,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB0834,AT1846,13/12/2024,SOC298,4,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB0835,AT2293,28/01/2025,SOC010,8,Resposta rápida e comunicação clara.,Nenhum problema
FB0836,AT3970,01/07/2025,SOC085,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB0837,AT1262,04/10/2024,SOC259,9,Equipe demonstrou grande eficiência.,Nenhum problema
FB0838,AT7409,20/07/2026,SOC300,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB0839,AT6324,09/03/2026,SOC287,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB0840,AT3361,14/04/2025,SOC127,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB0841,AT4667,26/08/2025,SOC184,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB0842,AT0810,16/10/2025,SOC276,3,Demora na regulação do leito hospitalar.,Demora no atendimento
FB0843,AT7798,30/08/2026,SOC051,7,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB0844,AT1521,01/12/2024,SOC152,3,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB0845,AT1069,26/09/2024,SOC062,8,Atendimento excelente do início ao fim.,Nenhum problema
FB0846,AT3945,03/05/2025,SOC076,3,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB0847,AT6355,30/03/2026,SOC283,5,Ambulância sem parte do material necessário.,Falta de equipamento
FB0848,AT6605,25/04/2026,SOC132,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB0849,AT1734,14/12/2024,SOC177,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB0850,AT2750,21/02/2025,SOC063,10,Equipe atuou rapidamente no local.,Nenhum problema
FB0851,AT2074,26/12/2024,SOC143,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB0852,AT4358,05/07/2025,SOC083,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB0853,AT7040,01/07/2026,SOC299,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB0854,AT0831,06/11/2025,SOC070,10,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB0855,AT5265,23/10/2025,SOC264,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB0856,AT4834,16/08/2025,SOC228,9,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB0857,AT3137,22/03/2025,SOC235,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB0858,AT2691,07/02/2025,SOC272,2,Endereço informado estava impreciso.,Falha de comunicação
FB0859,AT6372,04/04/2026,SOC252,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB0860,AT0464,02/12/2024,SOC097,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB0861,AT1943,26/12/2024,SOC187,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB0862,AT7164,08/06/2026,SOC022,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB0863,AT2127,31/01/2025,SOC150,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB0864,AT4125,26/06/2025,SOC175,8,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0865,AT4706,06/08/2025,SOC134,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB0866,AT7682,03/08/2026,SOC080,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0867,AT3339,17/04/2025,SOC193,7,Boa integração entre as equipes.,Nenhum problema
FB0868,AT0563,28/03/2025,SOC141,3,Endereço informado estava impreciso.,Falha de comunicação
FB0869,AT0951,09/06/2026,SOC056,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB0870,AT3138,14/03/2025,SOC234,10,Suporte adequado durante todo o atendimento.,Nenhum problema
FB0871,AT0149,28/02/2026,SOC199,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB0872,AT5570,20/12/2025,SOC124,1,Paciente sofreu morte acidental no local.,Morte acidental
FB0873,AT6282,02/04/2026,SOC088,3,Demora para liberar leito hospitalar.,Demora no atendimento
FB0874,AT1256,01/11/2024,SOC024,8,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0875,AT3741,26/05/2025,SOC108,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB0876,AT4729,17/08/2025,SOC282,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB0877,AT0718,08/07/2025,SOC187,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB0878,AT7329,30/06/2026,SOC234,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB0879,AT4871,07/09/2025,SOC106,5,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB0880,AT1726,13/12/2024,SOC180,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB0881,AT1331,19/10/2024,SOC124,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB0882,AT6755,21/05/2026,SOC275,9,Equipe atuou rapidamente no local.,Nenhum problema
FB0883,AT4876,25/09/2025,SOC254,7,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0884,AT2119,07/01/2025,SOC275,4,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB0885,AT4301,02/08/2025,SOC164,8,Boa integração entre as equipes.,Nenhum problema
FB0886,AT2648,15/02/2025,SOC081,8,Atendimento excelente do início ao fim.,Nenhum problema
FB0887,AT3435,29/04/2025,SOC038,10,Equipe atuou rapidamente no local.,Nenhum problema
FB0888,AT3254,03/03/2025,SOC052,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB0889,AT6772,20/05/2026,SOC033,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB0890,AT4531,28/07/2025,SOC213,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB0891,AT6182,09/02/2026,SOC203,9,Atendimento ocorreu sem complicações.,Nenhum problema
FB0892,AT0822,28/10/2025,SOC296,8,Atendimento organizado e seguro.,Nenhum problema
FB0893,AT6948,25/05/2026,SOC069,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB0894,AT7913,25/08/2026,SOC225,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB0895,AT5519,30/11/2025,SOC061,7,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB0896,AT0872,04/11/2025,SOC290,9,Equipe atuou rapidamente no local.,Nenhum problema
FB0897,AT3149,23/03/2025,SOC189,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB0898,AT1755,17/12/2024,SOC273,2,Paciente sofreu morte acidental no local.,Morte acidental
FB0899,AT2418,07/01/2025,SOC188,7,Suporte adequado durante todo o atendimento.,Nenhum problema
FB0900,AT2736,16/02/2025,SOC061,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB0901,AT5271,09/10/2025,SOC254,4,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB0902,AT7210,28/06/2026,SOC215,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0903,AT6742,23/05/2026,SOC280,4,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB0904,AT4171,15/06/2025,SOC219,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB0905,AT5397,01/12/2025,SOC177,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB0906,AT2598,24/02/2025,SOC156,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB0907,AT2744,03/02/2025,SOC221,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB0908,AT3290,25/04/2025,SOC027,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB0909,AT1344,22/10/2024,SOC169,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB0910,AT7765,24/08/2026,SOC045,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB0911,AT6262,23/03/2026,SOC160,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB0912,AT2279,30/01/2025,SOC134,7,Procedimento realizado de forma segura.,Nenhum problema
FB0913,AT6389,16/03/2026,SOC219,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB0914,AT1892,03/12/2024,SOC116,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB0915,AT1472,02/12/2024,SOC218,8,Procedimento padrão seguido corretamente.,Nenhum problema
FB0916,AT2542,20/01/2025,SOC119,7,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB0917,AT1447,06/11/2024,SOC220,3,Demora na regulação do leito hospitalar.,Demora no atendimento
FB0918,AT1100,05/09/2024,SOC127,7,Atendimento organizado e seguro.,Nenhum problema
FB0919,AT2093,22/01/2025,SOC281,6,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB0920,AT4817,31/08/2025,SOC113,7,Equipe atuou rapidamente no local.,Nenhum problema
FB0921,AT7577,06/07/2026,SOC122,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB0922,AT2510,25/01/2025,SOC185,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB0923,AT3895,22/05/2025,SOC083,3,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB0924,AT1054,10/09/2024,SOC262,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB0925,AT2408,18/01/2025,SOC059,10,Boa integração entre as equipes.,Nenhum problema
FB0926,AT6072,03/02/2026,SOC072,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB0927,AT6955,24/05/2026,SOC224,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0928,AT5298,12/10/2025,SOC123,9,Suporte adequado durante todo o atendimento.,Nenhum problema
FB0929,AT0739,04/07/2025,SOC017,8,Procedimento realizado de forma segura.,Nenhum problema
FB0930,AT5040,15/09/2025,SOC087,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB0931,AT0966,12/06/2026,SOC228,8,Atendimento excelente do início ao fim.,Nenhum problema
FB0932,AT7237,07/06/2026,SOC292,10,Equipe atuou rapidamente no local.,Nenhum problema
FB0933,AT0323,12/01/2026,SOC250,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB0934,AT0361,17/06/2026,SOC021,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB0935,AT5465,10/11/2025,SOC285,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB0936,AT6088,05/02/2026,SOC007,4,Faltou equipamento durante o atendimento.,Falta de equipamento
FB0937,AT5202,14/10/2025,SOC280,8,Procedimento realizado de forma segura.,Nenhum problema
FB0938,AT2419,27/01/2025,SOC263,7,Equipe atuou rapidamente no local.,Nenhum problema
FB0939,AT4890,26/09/2025,SOC042,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB0940,AT1390,12/11/2024,SOC216,4,Atendimento adequado apesar da espera.,Demora no atendimento
FB0941,AT2323,28/01/2025,SOC245,10,Atendimento organizado e seguro.,Nenhum problema
FB0942,AT5822,19/12/2025,SOC249,10,Atendimento organizado e seguro.,Nenhum problema
FB0943,AT4336,08/07/2025,SOC167,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB0944,AT0909,11/02/2026,SOC058,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0945,AT7143,17/06/2026,SOC256,8,Procedimento ocorreu conforme planejado.,Nenhum problema
FB0946,AT4549,12/07/2025,SOC085,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0947,AT3714,15/05/2025,SOC048,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB0948,AT2165,16/01/2025,SOC053,5,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB0949,AT3201,15/03/2025,SOC007,5,Demora na regulação do leito hospitalar.,Demora no atendimento
FB0950,AT4623,10/07/2025,SOC208,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB0951,AT2263,09/01/2025,SOC142,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB0952,AT1515,08/11/2024,SOC280,3,Endereço informado estava impreciso.,Falha de comunicação
FB0953,AT4026,16/06/2025,SOC009,8,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB0954,AT6427,13/03/2026,SOC067,1,Paciente não resistiu aos ferimentos.,Morte acidental
FB0955,AT5364,28/11/2025,SOC045,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB0956,AT4426,05/07/2025,SOC077,10,Procedimento ocorreu conforme planejado.,Nenhum problema
FB0957,AT5850,19/01/2026,SOC085,8,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0958,AT6484,16/04/2026,SOC074,4,Atendimento adequado apesar da espera.,Demora no atendimento
FB0959,AT2972,04/03/2025,SOC099,9,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB0960,AT3693,20/05/2025,SOC141,8,Procedimento realizado de forma segura.,Nenhum problema
FB0961,AT0484,20/12/2024,SOC166,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB0962,AT2707,27/02/2025,SOC255,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB0963,AT2980,18/03/2025,SOC093,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB0964,AT3233,18/03/2025,SOC159,8,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB0965,AT0943,24/05/2026,SOC141,4,Informações do chamado estavam incompletas.,Falha de comunicação
FB0966,AT5930,23/01/2026,SOC195,7,Atendimento organizado e seguro.,Nenhum problema
FB0967,AT4099,05/06/2025,SOC208,6,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB0968,AT5411,07/11/2025,SOC119,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB0969,AT5744,03/01/2026,SOC053,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0970,AT3500,03/04/2025,SOC226,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0971,AT3019,26/03/2025,SOC262,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB0972,AT1520,15/11/2024,SOC027,10,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB0973,AT5244,05/10/2025,SOC175,4,Endereço informado estava impreciso.,Falha de comunicação
FB0974,AT1217,31/10/2024,SOC218,2,Paciente sofreu morte acidental no local.,Morte acidental
FB0975,AT4541,13/07/2025,SOC135,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB0976,AT7719,25/08/2026,SOC133,4,Falha no repasse de dados entre equipes.,Falha de comunicação
FB0977,AT7637,07/08/2026,SOC039,7,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB0978,AT4184,07/06/2025,SOC117,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB0979,AT3031,06/03/2025,SOC017,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB0980,AT0171,14/06/2026,SOC106,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB0981,AT6064,10/02/2026,SOC127,5,Atendimento adequado apesar da espera.,Demora no atendimento
FB0982,AT5328,23/10/2025,SOC091,8,Resposta rápida e comunicação clara.,Nenhum problema
FB0983,AT1131,19/09/2024,SOC042,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB0984,AT5382,30/11/2025,SOC010,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0985,AT5030,07/09/2025,SOC015,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB0986,AT5764,21/12/2025,SOC221,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB0987,AT2837,14/03/2025,SOC065,8,Procedimento ocorreu conforme planejado.,Nenhum problema
FB0988,AT1650,09/12/2024,SOC235,9,Boa integração entre as equipes.,Nenhum problema
FB0989,AT3600,08/04/2025,SOC154,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB0990,AT5799,13/12/2025,SOC276,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB0991,AT7836,21/08/2026,SOC015,1,Paciente sofreu morte acidental no local.,Morte acidental
FB0992,AT4772,26/08/2025,SOC232,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB0993,AT1730,07/12/2024,SOC280,10,Ocorrência conduzida com muita competência.,Nenhum problema
FB0994,AT3076,12/03/2025,SOC095,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB0995,AT5850,22/01/2026,SOC161,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0996,AT3316,19/04/2025,SOC226,7,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB0997,AT6645,18/04/2026,SOC133,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB0998,AT6385,08/03/2026,SOC247,9,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB0999,AT3319,10/04/2025,SOC229,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1000,AT5182,30/10/2025,SOC198,9,Atendimento rápido e organizado.,Nenhum problema
FB1001,AT3690,08/05/2025,SOC229,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB1002,AT6537,05/05/2026,SOC066,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1003,AT3090,28/03/2025,SOC222,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB1004,AT2584,14/02/2025,SOC300,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB1005,AT7065,29/06/2026,SOC083,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1006,AT2350,15/01/2025,SOC060,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1007,AT7866,08/08/2026,SOC299,7,Equipe preparada para situação crítica.,Nenhum problema
FB1008,AT4515,08/07/2025,SOC244,7,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
